"","Observation_number","Age","Emp_length","Rate","Class","Default","Cred_length","Scaled_Amount","Scaled_Income"
"14534",8962,26,10,7.9,0,0,4,0.0521739130434783,0.0175450300200133
"14538",8963,26,10,10.95,0,0,3,0.130434782608696,0.0175950633755837
"14541",8964,25,8,6.62,0,0,2,0.144927536231884,0.0176784523015344
"14542",8965,23,5,11.71,0,0,2,0.0434782608695652,0.00600400266844563
"14544",8966,26,1,12.69,0,0,2,0.130434782608696,0.0176784523015344
"14545",8967,21,5,11.71,1,0,2,0.420289855072464,0.00496997998665777
"14546",8968,22,6,14.96,1,1,4,0.420289855072464,0.00500266844563042
"14548",8969,25,5,13.49,0,0,4,0.0202898550724638,0.0176784523015344
"14551",8970,25,2,9.25,0,0,3,0.0434782608695652,0.00633755837224817
"14554",8971,25,6,9.91,0,0,2,0.797101449275362,0.0176784523015344
"14555",8972,24,8,7.51,0,0,3,0.776811594202899,0.0176784523015344
"14557",8973,23,7,10.37,0,0,3,0.0434782608695652,0.00414809873248833
"14561",8974,22,6,8.49,0,0,4,0.0666666666666667,0.0176784523015344
"14564",8975,22,0,7.49,0,0,4,0.797101449275362,0.0176784523015344
"14565",8976,23,7,5.42,0,0,3,0.0434782608695652,0.00648265510340227
"14566",8977,24,8,6.99,0,0,4,0.298550724637681,0.0176784523015344
"14568",8978,23,7,13.61,0,1,2,0.0434782608695652,0.00650366911274183
"14571",8979,24,8,15.62,0,1,4,0.27536231884058,0.0176784523015344
"14572",8980,26,5,14.96,1,0,3,0.0434782608695652,0.00561707805203469
"14574",8981,26,0,15.62,1,1,2,0.797101449275362,0.0132254836557705
"14576",8982,26,10,12.99,0,1,4,0.673913043478261,0.0176784523015344
"14577",8983,24,1,14.79,1,1,2,0.449275362318841,0.0156771180787191
"14579",8984,23,1,13.49,0,0,2,0.0434782608695652,0.00683789192795197
"14580",8985,24,1,13.99,0,1,2,0.0434782608695652,0.00683789192795197
"14581",8986,25,3,7.66,1,0,4,0.0434782608695652,0.00583722481654436
"14582",8987,26,4,9.63,0,0,2,0.130434782608696,0.0176784523015344
"14585",8988,26,3,6.92,0,0,2,0.101449275362319,0.0176784523015344
"14586",8989,24,0,15.28,0,0,3,0.368115942028986,0.0176784523015344
"14587",8990,22,2,11.11,0,0,4,0.246376811594203,0.0176784523015344
"14589",8991,25,1,10.37,0,0,3,0.173913043478261,0.0176784523015344
"14591",8992,24,0,7.51,0,0,4,0.0434782608695652,0.00683789192795197
"14595",8993,23,7,7.51,0,0,4,0.340579710144928,0.00413609072715143
"14596",8994,23,7,7.05,0,0,3,0.0434782608695652,0.00683789192795197
"14597",8995,25,3,13.49,0,1,3,0.0434782608695652,0.0069212808539026
"14599",8996,22,5,12.98,0,0,4,0.217391304347826,0.0176784523015344
"14601",8997,22,6,9.99,0,0,3,0.159420289855072,0.0176784523015344
"14603",8998,23,8,13.72,0,0,4,0.202898550724638,0.0176784523015344
"14604",8999,26,0,6.17,0,0,4,0.43768115942029,0.0176784523015344
"14605",9000,24,3,12.98,0,1,2,0.0434782608695652,0.00700400266844563
"14606",9001,26,9,13.72,0,0,3,0.565217391304348,0.0176784523015344
"14609",9002,26,8,8.88,0,0,4,0.478260869565217,0.0176784523015344
"14611",9003,23,7,6.91,0,0,2,0.130434782608696,0.0176784523015344
"14612",9004,21,5,6.54,0,0,2,0.27536231884058,0.0176784523015344
"14613",9005,24,8,12.98,0,1,4,0.147826086956522,0.0176784523015344
"14614",9006,24,0,13.35,0,1,2,0.27536231884058,0.0176784523015344
"14615",9007,24,1,12.69,1,0,4,0.0434782608695652,0.00633755837224817
"14617",9008,25,2,7.88,0,0,2,0.420289855072464,0.0176784523015344
"14621",9009,24,1,15.62,1,1,2,0.0434782608695652,0.00633755837224817
"14626",9010,22,2,14.35,0,0,3,0.402898550724638,0.0176784523015344
"14627",9011,24,8,6.76,0,0,4,0.217391304347826,0.0176784523015344
"14628",9012,25,7,7.14,0,0,4,0.217391304347826,0.0176784523015344
"14629",9013,25,1,11.49,0,0,4,0.710144927536232,0.0176784523015344
"14630",9014,22,3,6.76,0,0,2,0.0434782608695652,0.00738075383589059
"14631",9015,24,5,10.25,0,0,4,0.420289855072464,0.0176784523015344
"14632",9016,25,8,11.99,0,0,2,0.0434782608695652,0.00750983989326218
"14633",9017,22,7,13.85,0,0,2,0.217391304347826,0.0176784523015344
"14635",9018,24,8,12.73,0,0,4,0.449275362318841,0.0176784523015344
"14638",9019,24,8,8.59,0,0,3,0.159420289855072,0.0176784523015344
"14640",9020,24,0,8,1,0,4,0.0434782608695652,0.0066711140760507
"14641",9021,24,2,13.22,1,1,3,0.130434782608696,0.0156771180787191
"14644",9022,22,6,14.27,1,1,3,0.420289855072464,0.00513675783855904
"14645",9023,25,1,7.49,1,0,3,0.420289855072464,0.00517011340893929
"14646",9024,23,7,11.14,0,0,3,0.565217391304348,0.0176784523015344
"14647",9025,24,7,8.94,0,0,3,0.333333333333333,0.0176784523015344
"14649",9026,23,3,10.25,1,0,4,0.420289855072464,0.00433222148098733
"14650",9027,21,3,6.62,1,0,2,0.420289855072464,0.00533689126084056
"14652",9028,23,3,13.49,1,1,3,0.420289855072464,0.00533689126084056
"14653",9029,25,4,9.63,1,0,3,0.420289855072464,0.00533689126084056
"14655",9030,22,7,12.41,0,0,2,0.565217391304348,0.0176784523015344
"14657",9031,26,2,7.66,1,0,3,0.420289855072464,0.00533689126084056
"14660",9032,25,9,7.66,0,0,4,0.420289855072464,0.017679119412942
"14661",9033,26,1,10.36,0,0,3,0.333333333333333,0.017679119412942
"14663",9034,22,2,11.66,1,1,3,0.420289855072464,0.00433622414943296
"14664",9035,24,8,12.53,0,0,2,0.710144927536232,0.017679119412942
"14666",9036,22,6,11.49,0,0,3,0.710144927536232,0.017711140760507
"14669",9037,24,6,10.37,0,0,2,0.27536231884058,0.00400266844563042
"14670",9038,24,8,7.49,0,0,4,0.072463768115942,0.0177451634422949
"14673",9039,22,3,13.06,1,1,3,0.202898550724638,0.0157865243495664
"14676",9040,21,3,7.88,0,0,3,0.101449275362319,0.00400266844563042
"14679",9041,23,7,11.89,0,0,2,0.227536231884058,0.0178452301534356
"14682",9042,26,4,13.61,0,1,2,0.420289855072464,0.0178697464976651
"14684",9043,23,1,8,0,0,3,0.27536231884058,0.0178702468312208
"14687",9044,25,5,13.48,1,0,3,0.420289855072464,0.00564009339559706
"14688",9045,21,6,15.27,1,1,3,0.420289855072464,0.00466977985323549
"14689",9046,22,6,7.88,1,0,3,0.420289855072464,0.0056704469646431
"14690",9047,25,9,16.45,1,1,3,0.420289855072464,0.0056704469646431
"14693",9048,24,8,11.71,0,0,3,0.576811594202899,0.0180120080053369
"14694",9049,23,7,6.17,1,0,2,0.420289855072464,0.0057371581054036
"14695",9050,22,2,8.9,0,0,3,0.101449275362319,0.0180120080053369
"14698",9051,26,10,13.06,1,1,3,0.420289855072464,0.00600333555703803
"14699",9052,25,0,6.99,0,0,4,0.449275362318841,0.0180120080053369
"14702",9053,21,6,14.27,1,0,3,0.420289855072464,0.00600400266844563
"14704",9054,24,8,6.91,0,0,4,0.565217391304348,0.0180120080053369
"14705",9055,23,6,11.71,1,0,4,0.420289855072464,0.00600400266844563
"14706",9056,24,5,15.31,0,0,4,0.420289855072464,0.0180120080053369
"14707",9057,23,1,11.71,1,0,4,0.420289855072464,0.00500333555703803
"14708",9058,26,4,10.99,1,0,3,0.420289855072464,0.00600400266844563
"14709",9059,24,4,9.32,0,0,2,0.246376811594203,0.0180120080053369
"14710",9060,26,4,9.33,1,0,3,0.0652173913043478,0.0135090060040027
"14711",9061,25,4,9.64,1,0,3,0.246376811594203,0.0160106737825217
"14713",9062,24,0,7.88,1,0,4,0.420289855072464,0.00600400266844563
"14714",9063,23,1,13.23,0,1,2,0.159420289855072,0.018079386257505
"14716",9064,24,3,13.11,0,1,3,0.234782608695652,0.0180953969312875
"14717",9065,25,6,11.14,0,0,3,0.507246376811594,0.0180953969312875
"14718",9066,23,0,8.94,1,0,4,0.420289855072464,0.00600400266844563
"14719",9067,24,1,12.87,1,1,3,0.420289855072464,0.00600400266844563
"14720",9068,24,6,9.99,0,0,4,0.681159420289855,0.0181269179452969
"14725",9069,23,2,7.49,0,0,2,0.634782608695652,0.0181787858572382
"14726",9070,21,3,15.27,0,1,2,0.0144927536231884,0.00393595730486991
"14730",9071,22,3,12.73,1,0,3,0.420289855072464,0.0061707805203469
"14731",9072,24,3,15.99,1,1,4,0.333333333333333,0.0136507671781187
"14732",9073,23,4,7.66,0,0,4,0.333333333333333,0.0181787858572382
"14733",9074,23,7,5.79,0,0,2,0.217391304347826,0.0181787858572382
"14736",9075,22,6,12.53,0,0,4,0.710144927536232,0.0181787858572382
"14737",9076,24,8,7.4,0,0,3,0.0463768115942029,0.0181787858572382
"14742",9077,25,9,10.59,0,0,2,0.710144927536232,0.0182013008672448
"14743",9078,23,3,10.62,0,0,3,0.688405797101449,0.0182121414276184
"14744",9079,24,2,7.88,0,0,3,0.159420289855072,0.0182149766511007
"14747",9080,23,7,7.9,0,0,4,0.420289855072464,0.0182951967978652
"14749",9081,23,1,11.99,0,0,2,0.48768115942029,0.0183455637091394
"14751",9082,23,7,8.49,0,0,4,0.159420289855072,0.0183455637091394
"14753",9083,23,7,12.68,0,0,4,0.217391304347826,0.0183455637091394
"14754",9084,25,1,15.05,1,1,2,0.420289855072464,0.00533689126084056
"14759",9085,25,7,20.16,1,1,4,0.710144927536232,0.0163442294863242
"14760",9086,25,4,9.32,0,0,4,0.27536231884058,0.0183455637091394
"14761",9087,24,2,9.76,0,0,3,0.420289855072464,0.0183455637091394
"14762",9088,25,9,13.23,0,0,4,0.144927536231884,0.00389192795196798
"14763",9089,23,2,15.65,1,0,3,0.420289855072464,0.00542028018679119
"14764",9090,23,7,13.06,0,0,3,0.27536231884058,0.0184456304202802
"14765",9091,25,7,13.49,0,0,3,0.130434782608696,0.0185116744496331
"14766",9092,24,5,9.99,0,0,2,0.202898550724638,0.00386390927284857
"14767",9093,25,4,14.54,1,1,3,0.565217391304348,0.0165103402268179
"14768",9094,26,1,10.62,0,0,3,0.681159420289855,0.0185116744496331
"14769",9095,23,7,14.27,0,0,2,0.27536231884058,0.0185123415610407
"14771",9096,25,3,13.49,0,0,4,0.536231884057971,0.0185123415610407
"14773",9097,22,0,8.49,1,0,2,0.420289855072464,0.00650433622414943
"14774",9098,23,4,7.9,0,0,3,0.681159420289855,0.0185123415610407
"14775",9099,22,7,10.99,1,0,2,0.420289855072464,0.00650433622414943
"14777",9100,24,3,6.03,0,0,2,0.420289855072464,0.0185123415610407
"14779",9101,25,7,7.51,0,0,2,0.507246376811594,0.0185123415610407
"14780",9102,23,7,14.27,0,0,4,0.130434782608696,0.0185123415610407
"14782",9103,25,9,13.49,0,1,3,0.536231884057971,0.0185123415610407
"14783",9104,23,1,7.9,1,0,4,0.420289855072464,0.00683789192795197
"14784",9105,23,1,8.49,0,0,4,0.217391304347826,0.0185123415610407
"14785",9106,22,6,5.99,0,0,4,0.333333333333333,0.0185123415610407
"14786",9107,23,4,5.42,0,0,3,0.147826086956522,0.0185123415610407
"14788",9108,24,8,16.89,0,1,4,1,0.0185123415610407
"14789",9109,25,3,6.99,0,0,4,0.205797101449275,0.0185123415610407
"14790",9110,23,5,7.49,1,0,4,0.420289855072464,0.00683789192795197
"14791",9111,22,6,9.63,1,0,4,0.420289855072464,0.0165110073382255
"14792",9112,26,10,7.29,1,0,4,0.420289855072464,0.00683789192795197
"14793",9113,22,0,10.37,1,0,2,0.420289855072464,0.00683789192795197
"14794",9114,23,7,15.28,1,0,3,0.420289855072464,0.00583722481654436
"14796",9115,22,7,7.29,0,0,3,0.379710144927536,0.0185123415610407
"14797",9116,25,1,15.65,0,1,2,0.565217391304348,0.0185123415610407
"14798",9117,25,4,6.91,0,0,2,0.565217391304348,0.0185123415610407
"14800",9118,25,4,7.88,0,0,4,0.101449275362319,0.0185123415610407
"14801",9119,24,7,6.76,0,0,4,0.0289855072463768,0.0185123415610407
"14803",9120,25,0,13.48,1,0,2,0.420289855072464,0.00683789192795197
"14805",9121,26,5,10.75,0,0,2,0.159420289855072,0.0185123415610407
"14806",9122,26,1,16.07,1,1,4,0.420289855072464,0.00583722481654436
"14807",9123,26,0,13.57,1,0,4,0.391304347826087,0.0165110073382255
"14810",9124,23,1,12.21,1,0,4,0.420289855072464,0.00583722481654436
"14811",9125,23,7,12.84,1,0,3,0.420289855072464,0.00683789192795197
"14813",9126,26,6,12.87,0,1,3,0.420289855072464,0.0185123415610407
"14817",9127,26,3,13.16,0,1,2,0.565217391304348,0.0185123415610407
"14818",9128,25,4,12.53,0,1,4,0.710144927536232,0.0185123415610407
"14820",9129,25,4,12.92,1,0,2,0.420289855072464,0.00583722481654436
"14821",9130,25,1,6.62,0,0,3,0.391304347826087,0.0185456971314209
"14824",9131,24,2,16.29,0,0,2,0.0782608695652174,0.0185957304869913
"14825",9132,26,7,7.9,1,0,4,0.420289855072464,0.0071714476317545
"14826",9133,24,8,7.75,0,0,4,0.27536231884058,0.0185957304869913
"14827",9134,26,4,7.29,0,0,4,0.273188405797101,0.0186124082721815
"14828",9135,20,4,10.74,0,0,3,0.264492753623188,0.0186342561707805
"14829",9136,25,3,7.14,0,0,4,0.194202898550725,0.0186342561707805
"14831",9137,24,8,18.64,1,0,4,0.420289855072464,0.0071714476317545
"14833",9138,23,8,15.62,0,1,4,0.444202898550725,0.018679119412942
"14834",9139,22,3,10.25,0,0,4,0.333333333333333,0.018679119412942
"14836",9140,25,2,8.32,0,0,2,0.0376811594202899,0.00450300200133422
"14837",9141,25,9,9.96,0,0,4,0.563768115942029,0.018679119412942
"14838",9142,23,1,12.99,0,0,2,0.391304347826087,0.0186797865243496
"14840",9143,26,11,12.21,0,0,2,0.565217391304348,0.0186797865243496
"14841",9144,23,5,11.99,0,0,4,0.0376811594202899,0.00486907938625751
"14845",9145,22,0,8.49,0,0,4,0.159420289855072,0.0187958639092728
"14846",9146,23,4,10.59,0,0,3,0.0376811594202899,0.00517011340893929
"14847",9147,23,3,14.11,1,1,2,0.710144927536232,0.0168005336891261
"14849",9148,24,0,7.14,0,0,2,0.0376811594202899,0.00517011340893929
"14854",9149,25,9,8.49,1,0,2,0.0376811594202899,0.00433622414943296
"14855",9150,21,3,14.54,0,0,4,0.12463768115942,0.0188458972648432
"14856",9151,26,8,5.79,0,0,4,0.217391304347826,0.00373582388258839
"14857",9152,26,10,10.74,0,0,4,0.194202898550725,0.0188458972648432
"14858",9153,23,7,10.74,0,0,3,0.0927536231884058,0.0188458972648432
"14861",9154,22,3,12.53,1,0,4,0.710144927536232,0.0142178118745831
"14862",9155,23,8,15.68,0,1,4,0.391304347826087,0.0188458972648432
"14864",9156,23,0,8.94,0,0,4,0.0376811594202899,0.00558705803869246
"14866",9157,25,5,7.29,0,0,4,0.228985507246377,0.0188482321547698
"14869",9158,24,4,7.9,0,0,4,0.797101449275362,0.0190126751167445
"14872",9159,26,0,13.23,0,1,3,0.0376811594202899,0.00600400266844563
"14876",9160,25,8,7.88,0,0,4,0.420289855072464,0.0190126751167445
"14877",9161,25,8,11.12,0,0,2,0.710144927536232,0.0190126751167445
"14879",9162,23,1,12.04,1,1,2,0.420289855072464,0.0071714476317545
"14880",9163,21,5,7.88,0,0,3,0.391304347826087,0.0190126751167445
"14882",9164,25,9,7.12,0,0,2,0.0434782608695652,0.0190126751167445
"14884",9165,22,6,15.96,1,0,3,0.420289855072464,0.00733822548365577
"14887",9166,22,6,13.35,0,0,2,0.420289855072464,0.0191480987324883
"14888",9167,24,8,15.27,1,0,3,0.420289855072464,0.00633755837224817
"14889",9168,22,6,16.49,0,0,3,1,0.0191794529686458
"14891",9169,22,6,9.63,1,0,3,0.420289855072464,0.00633755837224817
"14893",9170,23,5,6.91,1,0,2,0.420289855072464,0.00733822548365577
"14894",9171,26,3,7.74,0,0,4,0.246376811594203,0.0191794529686458
"14895",9172,26,6,14.42,0,0,2,0.420289855072464,0.0191794529686458
"14896",9173,23,7,7.88,0,0,4,0.333333333333333,0.0192621747831888
"14897",9174,23,4,7.51,0,0,2,0.681159420289855,0.0192628418945964
"14898",9175,24,8,12.18,0,0,2,0.0869565217391304,0.0192628418945964
"14899",9176,22,2,7.49,0,0,2,0.191304347826087,0.00366911274182789
"14900",9177,25,4,9.91,0,0,4,0.27536231884058,0.019346230820547
"14902",9178,23,2,10.75,1,0,3,0.420289855072464,0.00733822548365577
"14903",9179,22,6,7.51,1,0,2,0.420289855072464,0.00733822548365577
"14904",9180,21,1,11.48,1,0,3,0.420289855072464,0.00733822548365577
"14905",9181,24,8,6.03,0,0,4,0.27536231884058,0.019346230820547
"14907",9182,22,5,11.89,1,0,4,0.420289855072464,0.00733822548365577
"14911",9183,23,7,11.71,0,0,3,0.11304347826087,0.019346230820547
"14912",9184,23,3,11.36,1,0,4,0.420289855072464,0.00747164776517678
"14914",9185,25,5,12.18,1,0,4,0.420289855072464,0.00750500333555704
"14915",9186,24,4,6.17,0,0,3,0.420289855072464,0.00764042695130087
"14917",9187,22,6,12.69,0,0,2,0.217391304347826,0.019346230820547
"14918",9188,22,3,11.71,0,0,2,0.243478260869565,0.019346230820547
"14919",9189,22,6,6.03,0,0,2,0.420289855072464,0.00767178118745831
"14920",9190,25,5,7.9,0,0,2,0.594202898550725,0.019346230820547
"14921",9191,25,5,7.9,0,0,2,0.797101449275362,0.019346230820547
"14922",9192,23,4,12.42,0,0,3,0.0550724637681159,0.019346230820547
"14923",9193,25,7,14.65,0,0,4,0.420289855072464,0.019346230820547
"14927",9194,25,5,6.62,0,0,3,0.27536231884058,0.019346230820547
"14929",9195,23,7,9.91,0,0,3,0.27536231884058,0.019346230820547
"14930",9196,23,8,10.65,0,0,2,0.101449275362319,0.019346230820547
"14933",9197,24,3,15.62,0,0,2,0.188405797101449,0.019346230820547
"14934",9198,25,9,8.49,0,0,3,0.130434782608696,0.019346230820547
"14935",9199,26,10,13.49,0,1,3,0.147826086956522,0.019346230820547
"14937",9200,22,5,11.11,1,0,3,0.420289855072464,0.0066711140760507
"14938",9201,23,3,11.49,0,0,4,0.855072463768116,0.019346230820547
"14939",9202,22,0,15.62,0,0,4,0.472463768115942,0.019346230820547
"14940",9203,26,11,5.99,0,0,4,0.27536231884058,0.019346230820547
"14941",9204,23,7,10.37,0,0,3,0.420289855072464,0.00767178118745831
"14943",9205,24,8,19.29,1,0,2,0.27536231884058,0.0146430953969313
"14944",9206,26,8,11.49,1,0,3,0.420289855072464,0.0173448965977318
"14945",9207,25,9,13.49,0,0,4,0.594202898550725,0.019346230820547
"14946",9208,23,7,5.42,0,0,3,0.333333333333333,0.019346230820547
"14947",9209,25,2,20.99,0,0,4,0.27536231884058,0.019346230820547
"14949",9210,24,9,9.99,0,0,4,0.565217391304348,0.019346230820547
"14950",9211,24,8,5.42,0,0,4,0.138405797101449,0.019346230820547
"14951",9212,23,7,6.99,0,0,3,0.159420289855072,0.019346230820547
"14952",9213,23,1,13.61,0,0,3,0.420289855072464,0.00767178118745831
"14953",9214,22,6,7.49,0,0,4,0.333333333333333,0.019346230820547
"14954",9215,24,5,6.99,0,0,4,0.449275362318841,0.019346230820547
"14955",9216,23,7,7.88,0,0,4,0.420289855072464,0.00767178118745831
"14956",9217,24,8,15.99,1,0,2,0.130434782608696,0.0146430953969313
"14957",9218,23,5,9.99,0,0,3,0.159420289855072,0.019346230820547
"14958",9219,25,1,14.59,1,0,4,0.420289855072464,0.0066711140760507
"14960",9220,24,3,5.99,0,0,4,0.12463768115942,0.019346230820547
"14961",9221,24,8,12.99,0,1,2,0.565217391304348,0.019346230820547
"14963",9222,22,3,7.49,0,0,3,0.623188405797101,0.019346230820547
"14964",9223,23,7,5.42,0,0,3,0.0942028985507246,0.019346230820547
"14965",9224,26,5,10.99,0,0,2,0.36231884057971,0.019346230820547
"14966",9225,25,7,7.49,0,0,4,0.405797101449275,0.019346230820547
"14967",9226,26,10,13.49,0,1,2,0.130434782608696,0.019346230820547
"14968",9227,26,5,7.29,0,0,2,0.217391304347826,0.019346230820547
"14969",9228,25,9,5.42,0,0,4,0.27536231884058,0.019346230820547
"14970",9229,26,3,13.72,0,1,4,0.420289855072464,0.00767244829886591
"14971",9230,22,6,15.05,0,1,2,0.420289855072464,0.00767244829886591
"14974",9231,24,8,10.74,0,0,3,0.391304347826087,0.019346230820547
"14978",9232,25,4,11.14,0,0,4,0.420289855072464,0.00775517011340894
"14979",9233,25,9,10.37,0,0,3,0.27536231884058,0.019346230820547
"14980",9234,26,10,5.42,0,0,2,0.27536231884058,0.019346230820547
"14984",9235,23,7,13.06,0,0,4,0.159420289855072,0.019346230820547
"14985",9236,25,9,7.51,0,0,2,0.159420289855072,0.00350233488992662
"14987",9237,23,2,16.02,0,1,4,0.688405797101449,0.019346230820547
"14989",9238,23,7,10.37,0,0,3,0.449275362318841,0.019346230820547
"14992",9239,25,2,9.99,0,0,4,0.36231884057971,0.019346230820547
"14994",9240,26,10,16.32,1,1,4,0.27536231884058,0.0146430953969313
"14995",9241,24,8,8.49,0,0,2,0.420289855072464,0.00792194796531021
"15000",9242,24,8,13.72,0,1,2,0.228985507246377,0.019346230820547
"15001",9243,23,3,16,1,0,4,0.420289855072464,0.00700466977985324
"15002",9244,23,7,14.26,0,0,3,0.420289855072464,0.00800533689126084
"15003",9245,24,0,15.2,0,1,3,0.710144927536232,0.019346230820547
"15004",9246,25,4,12.18,0,0,4,0.420289855072464,0.00800533689126084
"15005",9247,25,9,13.72,0,0,3,0.710144927536232,0.019346230820547
"15006",9248,25,7,5.42,0,0,3,0.101449275362319,0.019346230820547
"15007",9249,22,2,10.37,0,0,3,0.420289855072464,0.00808872581721147
"15008",9250,25,5,5.42,0,0,2,0.260869565217391,0.019346230820547
"15011",9251,24,1,6.39,0,0,3,0.072463768115942,0.019346230820547
"15013",9252,23,2,6.76,0,0,3,0.159420289855072,0.019346230820547
"15014",9253,23,7,13.61,0,1,2,0.217391304347826,0.019346230820547
"15015",9254,24,8,16.32,1,1,2,0.420289855072464,0.0146430953969313
"15017",9255,26,3,6.39,0,0,2,0.118840579710145,0.019346230820547
"15018",9256,23,8,7.88,0,0,2,0.27536231884058,0.019346230820547
"15019",9257,26,8,7.14,0,0,3,0.101449275362319,0.019346230820547
"15022",9258,23,7,7.14,0,0,4,0.127536231884058,0.019346230820547
"15024",9259,25,1,9.99,0,0,3,0.0318840579710145,0.00350233488992662
"15025",9260,24,2,7.51,0,0,3,0.333333333333333,0.019346230820547
"15026",9261,25,4,12.98,0,0,3,0.0318840579710145,0.00350233488992662
"15027",9262,24,3,12.53,0,0,3,0.0318840579710145,0.00350233488992662
"15029",9263,23,1,16.29,1,1,3,0.0318840579710145,0.00366911274182789
"15030",9264,25,4,6.76,0,0,3,0.159420289855072,0.019346230820547
"15031",9265,26,10,14.59,0,1,2,0.27536231884058,0.019346230820547
"15032",9266,22,2,11.12,0,0,2,0.0318840579710145,0.003815877251501
"15033",9267,22,0,6.39,0,0,4,0.0318840579710145,0.00402768512341561
"15034",9268,25,2,6.62,0,0,2,0.0318840579710145,0.00413609072715143
"15036",9269,26,10,12.73,0,0,3,0.27536231884058,0.019346230820547
"15037",9270,26,10,13.11,0,1,4,0.420289855072464,0.019346230820547
"15038",9271,25,8,16.29,0,0,3,0.0318840579710145,0.00433622414943296
"15039",9272,24,0,14.22,1,0,4,0.449275362318841,0.0146430953969313
"15042",9273,26,0,13.85,0,0,3,0.565217391304348,0.019346230820547
"15043",9274,23,0,15.31,0,0,3,0.710144927536232,0.019346230820547
"15044",9275,24,8,14.26,0,1,2,0.594202898550725,0.019346230820547
"15045",9276,25,4,14.22,0,0,2,0.492753623188406,0.00350233488992662
"15048",9277,24,2,11.03,0,1,3,0.0318840579710145,0.00558705803869246
"15049",9278,26,5,14.46,1,1,3,0.0318840579710145,0.00466977985323549
"15051",9279,25,4,10.99,0,0,3,0.0434782608695652,0.00350233488992662
"15052",9280,22,6,7.88,0,0,3,0.36231884057971,0.00350233488992662
"15056",9281,22,5,8.94,0,0,3,0.507246376811594,0.019346230820547
"15057",9282,26,10,8.94,0,0,2,0.449275362318841,0.019346230820547
"15058",9283,22,3,13.22,0,1,4,0.263768115942029,0.019346230820547
"15059",9284,26,1,17.74,0,1,3,0.565217391304348,0.019346230820547
"15062",9285,23,1,8.59,0,0,3,0.217391304347826,0.00350233488992662
"15063",9286,26,10,13.79,0,1,4,0.565217391304348,0.019346230820547
"15064",9287,23,6,10.08,0,0,4,0.0318840579710145,0.00683789192795197
"15065",9288,23,4,13.98,0,0,3,0.0318840579710145,0.00733822548365577
"15066",9289,24,0,12.21,0,0,2,0.426086956521739,0.019346230820547
"15068",9290,23,7,11.26,1,0,2,0.507246376811594,0.0173448965977318
"15070",9291,23,7,12.21,0,0,3,0.565217391304348,0.019346230820547
"15071",9292,24,0,9.63,0,0,2,0.449275362318841,0.019346230820547
"15073",9293,23,1,13.99,0,1,4,0.0318840579710145,0.00933955970647098
"15076",9294,24,1,13.85,0,1,4,0.0318840579710145,0.00967311541027352
"15077",9295,25,9,11.14,0,0,4,0.565217391304348,0.019346230820547
"15078",9296,24,1,13.99,1,1,2,0.710144927536232,0.0173448965977318
"15080",9297,23,0,11.03,0,0,2,0.652173913043478,0.019346230820547
"15081",9298,26,8,9.76,0,0,3,0.710144927536232,0.019346230820547
"15082",9299,24,8,11.66,0,1,2,0.260869565217391,0.019346230820547
"15083",9300,25,3,10.14,0,0,3,0.072463768115942,0.019346230820547
"15085",9301,22,2,11.89,0,0,2,0.0318840579710145,0.0130086724482989
"15089",9302,22,6,14.96,0,1,2,0.565217391304348,0.019422281521014
"15090",9303,21,5,7.51,0,0,2,0.130434782608696,0.00350166777851901
"15091",9304,22,4,15.21,0,1,3,0.0304347826086957,0.00508338892595063
"15094",9305,25,9,11.99,0,0,2,0.379710144927536,0.0195130086724483
"15096",9306,23,4,5.79,0,0,4,0.0898550724637681,0.0195130086724483
"15098",9307,22,1,6.99,0,0,2,0.0289855072463768,0.00133422281521014
"15099",9308,25,1,11.83,0,0,3,0.0898550724637681,0.0195130086724483
"15103",9309,23,2,8.88,0,0,2,0.0289855072463768,0.00168245496997999
"15104",9310,25,3,10.37,0,0,3,0.420289855072464,0.0196264176117412
"15106",9311,25,0,12.99,1,1,2,0.0289855072463768,0.00173448965977318
"15107",9312,23,7,13.49,0,0,2,0.449275362318841,0.0196797865243496
"15109",9313,25,9,15.99,1,0,3,0.333333333333333,0.0176784523015344
"15110",9314,22,5,11.89,0,0,2,0.130434782608696,0.00345963975983989
"15111",9315,22,6,6.92,0,0,2,0.159420289855072,0.0196797865243496
"15112",9316,25,1,13.8,0,1,3,1,0.0196797865243496
"15113",9317,23,5,7.29,0,0,3,0.333333333333333,0.0196797865243496
"15116",9318,22,1,10,0,0,4,0.123188405797101,0.00343562374916611
"15117",9319,25,9,13.23,0,1,4,0.565217391304348,0.0196797865243496
"15118",9320,26,1,9.25,0,0,4,0.0289855072463768,0.00173448965977318
"15119",9321,21,2,11.86,0,0,2,0.0289855072463768,0.0019346230820547
"15120",9322,26,10,7.51,0,0,2,0.159420289855072,0.0196797865243496
"15122",9323,25,1,8.94,0,0,4,0.27536231884058,0.0196797865243496
"15124",9324,23,7,10.99,0,0,3,0.310144927536232,0.0196804536357572
"15126",9325,21,0,18.64,1,0,2,0.0289855072463768,0.00216811207471648
"15129",9326,24,6,12.68,0,0,4,0.217391304347826,0.0198465643762508
"15130",9327,22,6,7.51,0,0,4,0.188405797101449,0.0198465643762508
"15131",9328,24,6,10.99,0,0,3,0.123188405797101,0.0198465643762508
"15133",9329,26,0,11.36,0,0,2,0.0289855072463768,0.00233488992661775
